HOG,OG,Gene Tree Parent Clade,A_aulacocarpa_prot,A_thaliana_prot,A_trichopoda_prot,C_sativus_prot,E_grandis_prot,G_maderense_prot,G_raimondii_prot,H_annuus_prot,L_chinense_prot,L_siphilitica_prot,M_acuminata_prot,O_biennis_prot,O_sativa_prot,P_maritima_prot,P_persica_prot,P_trichocarpa_prot,S_lycopersicum_prot,S_noctiflora_prot,S_polyrhiza_prot,V_vinifera_prot
N1.HOG0005560,OG0002411,n0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0
N1.HOG0005561,OG0002412,n2,1,1,1,1,1,0,2,3,0,1,1,1,1,1,1,1,1,1,1,1
N1.HOG0005562,OG0002412,n22,1,1,1,1,1,0,1,1,0,1,3,0,1,1,1,2,1,0,1,1
N1.HOG0005563,OG0002413,n0,1,3,1,2,2,4,4,3,0,2,5,1,2,0,1,4,2,0,1,3
N1.HOG0005564,OG0002414,n0,2,1,1,2,0,0,3,4,0,2,5,1,2,4,2,2,3,0,3,3
N1.HOG0005565,OG0002415,n0,1,1,1,1,5,1,5,4,0,1,4,2,1,2,2,2,4,2,1,1
N1.HOG0005566,OG0002416,n1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,2,1,0,0,0
N1.HOG0005567,OG0002416,n9,1,3,1,2,2,1,2,3,0,1,2,1,1,2,1,3,2,1,1,1
N1.HOG0005568,OG0002417,n2,1,1,1,0,1,0,1,1,0,1,1,2,1,3,1,2,1,1,1,1
N1.HOG0005569,OG0002417,n22,0,1,1,1,1,0,2,2,0,2,1,0,1,1,1,1,1,1,1,1
N1.HOG0005570,OG0002418,n0,1,1,1,4,2,2,3,3,0,2,3,2,2,1,2,3,5,0,2,1
N1.HOG0005571,OG0002419,n0,1,2,1,1,2,1,4,3,0,2,4,2,2,1,2,4,3,1,2,2
N1.HOG0005572,OG0002420,n0,1,2,1,2,2,0,2,4,0,1,5,2,2,2,1,8,2,1,1,1
N1.HOG0005573,OG0002421,n0,2,2,1,2,3,1,2,4,0,1,3,2,2,3,3,2,3,1,1,2
N1.HOG0005574,OG0002422,n0,1,4,1,2,2,1,3,6,0,1,3,5,3,0,1,4,1,0,1,2
N1.HOG0005575,OG0002423,n0,1,2,1,1,3,1,4,4,0,2,3,1,2,3,3,3,3,0,2,2
N1.HOG0005576,OG0002424,n1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,2,1,1,0,1
N1.HOG0005577,OG0002424,n15,0,1,1,2,1,1,1,4,0,1,2,1,1,0,2,2,1,2,2,1
N1.HOG0005578,OG0002425,n1,1,2,1,1,1,0,3,3,0,1,2,2,2,2,0,1,0,0,0,1
N1.HOG0005579,OG0002425,n23,0,3,1,1,1,1,1,1,0,1,1,1,0,1,2,1,1,0,0,1
N1.HOG0005580,OG0002426,n2,1,1,1,1,0,0,2,1,0,1,1,1,1,0,2,3,1,0,1,2
N1.HOG0005581,OG0002426,n21,1,1,1,1,1,0,1,2,0,1,1,1,1,2,1,1,1,0,1,2
N1.HOG0005582,OG0002427,n0,2,1,1,2,2,0,4,2,0,1,5,3,2,2,2,3,4,0,2,2
N1.HOG0005583,OG0002428,n0,2,1,1,2,4,0,4,3,0,2,2,2,3,2,2,3,2,1,2,2
N1.HOG0005584,OG0002429,n0,1,1,3,2,1,0,2,1,0,1,7,1,15,0,1,2,1,0,1,1
N1.HOG0005585,OG0002430,n0,1,2,1,2,2,1,4,1,0,2,3,2,2,2,2,7,2,1,2,2
N1.HOG0005586,OG0002431,n0,1,1,1,2,2,1,4,3,0,1,4,1,1,2,2,3,4,3,2,2
N1.HOG0005587,OG0002432,n0,2,1,2,2,3,1,3,1,0,1,1,0,11,2,2,3,2,0,0,4
N1.HOG0005588,OG0002433,n0,1,2,1,2,2,1,5,4,0,2,5,2,2,1,2,2,2,1,1,2
N1.HOG0005589,OG0002434,n0,1,1,2,1,1,1,2,3,0,1,8,1,3,1,1,3,3,1,2,1
N1.HOG0005590,OG0002435,n1,1,1,1,1,1,0,1,0,0,1,1,1,2,1,1,2,1,0,1,1
N1.HOG0005591,OG0002435,n18,1,1,1,1,1,0,1,1,0,1,2,2,1,2,1,2,1,2,1,1
N1.HOG0005592,OG0002436,n0,1,2,1,2,2,1,3,1,0,2,1,4,2,3,2,6,2,1,4,1
N1.HOG0005593,OG0002437,n1,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0
N1.HOG0005594,OG0002437,n7,1,1,1,1,1,1,2,1,0,1,0,2,0,1,1,2,1,1,0,1
N1.HOG0005595,OG0002437,n26,0,1,1,0,1,0,1,0,0,1,0,3,0,1,1,1,1,0,1,1
N1.HOG0005596,OG0002438,n0,1,2,2,2,2,1,3,5,0,2,3,2,3,2,2,3,1,2,1,1
N1.HOG0005597,OG0002439,n2,0,1,3,1,1,0,1,1,0,1,0,1,0,2,1,1,2,0,0,1
N1.HOG0005598,OG0002439,n18,1,1,1,1,1,0,1,2,0,1,4,1,2,1,1,1,1,0,2,1
N1.HOG0005599,OG0002440,n0,1,4,1,1,1,0,3,4,0,2,5,3,1,1,2,4,2,3,1,2
N1.HOG0005600,OG0002441,n0,1,3,1,3,2,0,2,3,0,2,5,1,3,2,2,4,2,0,3,2
N1.HOG0005601,OG0002442,n0,2,2,1,2,2,1,5,3,0,2,2,2,1,4,2,3,3,0,1,2
N1.HOG0005602,OG0002443,n0,1,1,6,1,1,1,4,6,0,2,2,3,2,1,1,2,2,1,1,2
N1.HOG0005603,OG0002444,n1,0,0,1,1,1,0,1,0,0,0,3,0,2,0,0,2,1,0,0,1
N1.HOG0005604,OG0002444,n13,1,1,1,2,2,0,4,4,0,0,4,1,2,0,1,2,1,0,1,1
N1.HOG0005605,OG0002445,n0,1,3,1,1,1,1,4,4,0,2,4,2,1,2,2,2,4,2,1,2
N1.HOG0005606,OG0002446,n0,1,3,1,2,2,1,3,5,0,2,1,2,2,2,3,5,2,0,1,2
N1.HOG0005607,OG0002447,n0,1,2,1,1,2,0,4,2,0,1,3,5,2,2,2,4,2,2,2,2
N1.HOG0005608,OG0002448,n0,1,3,2,2,4,0,4,2,0,2,4,3,4,1,2,4,2,0,1,0
N1.HOG0005609,OG0002449,n0,1,3,1,2,1,1,4,8,0,2,2,2,1,4,2,2,2,0,1,1
N1.HOG0005610,OG0002450,n0,1,3,1,1,1,1,3,6,0,2,2,1,3,0,2,6,2,1,2,2
N1.HOG0005611,OG0002451,n0,1,4,1,2,1,0,4,4,0,2,9,1,1,2,1,2,2,1,1,1
N1.HOG0005612,OG0002452,n0,1,2,1,1,4,2,3,3,0,1,3,3,2,2,1,3,3,0,2,3
N1.HOG0005613,OG0002453,n0,0,3,1,3,2,1,3,1,0,2,5,3,3,2,2,3,2,1,1,2
N1.HOG0005614,OG0002454,n0,0,4,1,2,4,0,5,3,0,1,2,1,1,0,2,5,4,0,1,4
N1.HOG0005615,OG0002455,n0,0,2,1,1,1,1,4,4,0,2,3,3,2,3,1,5,3,0,2,2
N1.HOG0005616,OG0002456,n0,0,2,1,2,3,1,2,2,0,2,6,1,3,1,3,4,5,0,1,2
N1.HOG0005617,OG0002457,n1,0,1,1,1,2,0,1,2,0,1,1,1,1,2,1,1,1,1,0,0
N1.HOG0005618,OG0002457,n18,0,0,1,1,0,1,5,2,0,2,1,0,1,2,1,1,2,1,1,1
N1.HOG0005619,OG0002458,n0,0,2,2,2,1,1,6,4,0,2,4,2,2,1,2,2,2,1,2,3
N1.HOG0005620,OG0002459,n1,0,1,1,3,1,0,1,2,0,1,1,1,1,1,1,1,1,2,1,1
N1.HOG0005621,OG0002459,n21,0,1,1,1,1,1,1,1,0,1,1,1,1,2,1,2,1,0,1,1
N1.HOG0005622,OG0002460,n0,0,3,1,1,2,2,4,2,0,3,4,3,3,3,1,3,2,0,1,2
N1.HOG0005623,OG0002461,n0,0,3,1,2,2,1,5,1,0,2,3,2,2,2,2,4,4,1,2,2
N1.HOG0005624,OG0002462,n1,0,1,1,1,1,0,1,2,0,2,1,1,0,1,1,1,1,0,1,1
N1.HOG0005625,OG0002462,n18,0,2,1,1,1,1,2,2,0,1,1,1,1,1,1,2,2,0,1,1
N1.HOG0005626,OG0002463,n1,0,1,1,1,1,0,1,4,0,1,1,0,0,1,1,2,1,0,0,1
N1.HOG0005627,OG0002463,n17,0,2,1,2,2,0,1,2,0,1,1,2,1,2,1,2,0,1,2,1
N1.HOG0005628,OG0002464,n0,0,3,0,4,2,2,3,6,0,2,0,3,1,4,2,3,3,1,0,1
N1.HOG0005629,OG0002465,n0,0,2,1,2,2,1,5,1,0,1,3,1,3,2,2,4,2,4,2,2
N1.HOG0005630,OG0002466,n0,0,3,1,2,2,0,7,5,0,1,4,0,3,0,4,4,2,0,1,2
N1.HOG0005631,OG0002467,n0,0,3,2,1,2,0,2,2,0,1,4,6,3,0,1,4,4,0,5,1
N1.HOG0005632,OG0002468,n2,0,1,0,1,1,1,2,0,0,1,2,1,2,1,1,3,2,0,1,1
N1.HOG0005633,OG0002468,n23,0,0,0,1,1,1,2,3,0,1,2,1,1,1,1,0,0,0,1,1
N1.HOG0005634,OG0002469,n0,0,2,2,2,2,2,3,3,0,2,2,3,1,3,2,5,2,1,1,2
N1.HOG0005635,OG0002470,n2,0,0,1,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,2,0
N1.HOG0005636,OG0002470,n10,0,2,1,1,1,1,3,4,0,1,4,1,1,1,1,2,2,0,1,2
N1.HOG0005637,OG0002470,n39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
N1.HOG0005638,OG0002471,n0,0,1,1,1,3,1,2,3,0,2,3,2,3,1,2,4,2,3,3,2
N1.HOG0005639,OG0002472,n0,0,2,0,0,0,0,1,25,0,3,0,0,4,1,0,0,3,2,0,0
N1.HOG0005640,OG0002473,n0,0,2,1,1,3,1,3,3,0,2,6,3,1,2,2,3,3,2,1,2
N1.HOG0005641,OG0002474,n0,0,2,1,2,4,1,3,5,0,2,3,1,3,2,2,2,3,1,1,2
N1.HOG0005642,OG0002475,n0,0,3,1,2,2,1,4,4,0,1,2,5,1,2,2,2,3,1,2,2
N1.HOG0005643,OG0002476,n0,0,3,1,6,1,0,4,8,0,0,3,0,2,0,2,4,2,0,2,3
N1.HOG0005644,OG0002477,n1,0,3,1,1,2,1,1,4,0,1,0,0,0,1,1,2,3,2,1,2
N1.HOG0005645,OG0002477,n27,0,0,1,1,1,0,1,0,0,1,2,0,2,0,1,1,0,0,1,1
N1.HOG0005646,OG0002478,n0,0,2,1,2,2,1,4,5,0,1,4,0,3,0,2,4,2,1,2,2
N1.HOG0005647,OG0002479,n2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
N1.HOG0005648,OG0002479,n6,0,0,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,1,0
N1.HOG0005649,OG0002479,n13,0,0,1,1,2,0,1,12,0,2,1,0,0,2,1,2,1,1,0,1
N1.HOG0005650,OG0002480,n0,0,3,1,2,2,1,3,4,0,1,3,2,2,2,3,2,2,2,3,2
N1.HOG0005651,OG0002481,n0,0,2,1,1,3,0,4,4,0,2,5,2,3,1,3,4,1,0,1,3
N1.HOG0005652,OG0002482,n0,0,3,1,2,3,1,4,3,0,2,3,2,1,2,2,4,3,3,1,1
N1.HOG0005653,OG0002483,n0,0,5,1,2,2,1,4,3,0,2,3,2,2,2,2,3,3,0,1,2
N1.HOG0005654,OG0002484,n0,0,4,1,2,1,0,8,3,0,0,8,0,1,0,2,3,3,0,3,2
N1.HOG0005655,OG0002485,n0,0,2,1,2,2,1,5,4,0,2,4,3,2,2,2,4,2,0,1,2
N1.HOG0005656,OG0002486,n1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0
N1.HOG0005657,OG0002486,n5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
N1.HOG0005658,OG0002486,n6,0,3,1,1,3,1,6,1,0,1,0,2,0,1,3,5,3,2,1,1
N1.HOG0005659,OG0002487,n0,0,2,1,3,4,0,10,0,0,0,1,0,0,0,9,6,5,0,0,0
N1.HOG0005660,OG0002488,n0,0,4,1,4,1,0,5,5,0,0,3,0,1,0,2,4,6,2,2,1
N1.HOG0005661,OG0002489,n0,0,4,2,3,2,0,2,0,0,2,4,2,2,2,3,4,4,2,1,1
N1.HOG0005662,OG0002490,n1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
N1.HOG0005663,OG0002490,n3,0,3,1,0,10,0,7,0,0,0,0,0,1,0,1,11,1,0,0,3
N1.HOG0005664,OG0002491,n1,0,1,1,1,1,0,1,2,0,1,0,1,1,1,1,3,1,1,1,1
N1.HOG0005665,OG0002491,n20,0,1,1,1,1,1,1,1,0,2,1,0,1,1,1,2,1,2,1,1
N1.HOG0005666,OG0002492,n0,0,2,1,1,1,1,1,3,0,1,8,2,4,1,1,3,4,0,4,1
N1.HOG0005667,OG0002493,n0,0,1,2,2,5,2,3,3,0,3,2,3,2,1,2,4,3,0,0,2
N1.HOG0005668,OG0002494,n0,0,2,1,1,2,1,6,3,0,2,4,2,2,2,2,4,3,0,2,1
N1.HOG0005669,OG0002495,n0,0,2,1,2,2,2,11,0,0,2,1,1,2,2,3,5,1,1,1,1
N1.HOG0005670,OG0002496,n0,0,2,1,5,7,0,4,0,0,2,1,1,1,1,4,3,3,1,1,4
N1.HOG0005671,OG0002497,n0,0,2,1,2,2,1,3,3,0,1,4,4,2,5,2,2,2,1,2,1
N1.HOG0005672,OG0002498,n0,0,2,1,2,4,1,3,2,0,5,2,2,1,2,2,4,2,2,1,3
N1.HOG0005673,OG0002499,n2,0,1,1,1,1,0,2,0,0,0,3,0,4,0,1,0,2,0,2,1
N1.HOG0005674,OG0002499,n20,0,2,1,1,2,1,2,0,0,1,0,1,0,2,1,4,1,1,0,1
N1.HOG0005675,OG0002500,n0,0,1,1,2,11,0,2,2,0,1,1,1,1,2,10,2,1,1,1,1
N1.HOG0005676,OG0002501,n2,0,0,1,1,1,0,2,0,0,1,0,0,0,0,1,2,1,0,1,1
N1.HOG0005677,OG0002501,n13,0,2,1,1,1,1,1,3,0,2,5,1,2,1,1,2,2,0,1,1
N1.HOG0005678,OG0002502,n0,0,2,1,1,10,1,2,2,0,1,1,5,2,2,1,1,2,4,1,1
N1.HOG0005679,OG0002503,n0,0,2,1,2,2,2,4,4,0,2,5,1,1,2,2,4,2,0,1,3
N1.HOG0005680,OG0002504,n0,0,3,2,3,3,1,3,1,0,2,1,1,1,2,5,4,3,1,1,3
N1.HOG0005681,OG0002505,n2,0,1,1,1,1,0,2,1,0,1,2,0,2,0,1,1,1,0,1,1
N1.HOG0005682,OG0002505,n18,0,1,2,1,1,2,2,3,0,2,1,1,0,1,1,2,1,0,1,1
N1.HOG0005683,OG0002506,n1,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0
N1.HOG0005684,OG0002506,n6,0,1,1,2,1,2,3,0,0,2,7,0,6,3,1,2,1,1,1,1
N1.HOG0005685,OG0002507,n0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0005686,OG0002508,n0,0,0,2,3,2,0,0,1,0,18,0,9,0,0,3,0,1,0,0,2
N1.HOG0005687,OG0002509,n0,0,0,1,2,0,1,1,0,0,15,0,1,3,8,5,0,2,1,0,0
N1.HOG0005688,OG0002510,n0,0,0,0,1,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0005689,OG0002511,n0,0,0,0,1,8,1,6,1,0,1,0,0,0,4,4,3,3,5,0,4
N1.HOG0005690,OG0002512,n0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0005691,OG0002513,n0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0
N1.HOG0005692,OG0002514,n0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0
N1.HOG0005693,OG0002515,n0,1,3,6,3,4,1,3,1,0,1,0,1,2,1,2,4,3,1,1,2
N1.HOG0005694,OG0002516,n2,1,1,0,1,0,1,3,1,0,1,2,1,2,0,1,2,1,1,2,1
N1.HOG0005695,OG0002516,n25,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
N1.HOG0005696,OG0002516,n27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
N1.HOG0005697,OG0002516,n28,0,1,0,1,1,0,2,1,0,0,0,1,0,1,1,1,0,1,0,1
N1.HOG0005698,OG0002517,n0,1,2,1,2,3,1,5,1,0,3,3,2,3,1,2,2,3,1,1,2
N1.HOG0005699,OG0002518,n0,1,2,1,1,3,1,3,2,0,2,3,2,2,1,5,4,2,1,2,2
N1.HOG0005700,OG0002519,n1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1
N1.HOG0005701,OG0002519,n16,1,1,1,1,1,1,2,2,0,1,2,2,0,1,1,2,1,1,1,1
N1.HOG0005702,OG0002520,n0,1,2,1,1,1,4,2,2,0,2,3,2,2,3,1,6,3,2,1,1
N1.HOG0005703,OG0002521,n0,1,3,1,2,2,1,2,5,0,2,2,2,2,5,1,3,2,1,1,1
N1.HOG0005704,OG0002522,n0,2,2,1,1,2,1,2,3,0,2,2,2,2,5,2,3,2,2,1,2
N1.HOG0005705,OG0002523,n0,1,2,2,1,2,2,4,1,0,1,2,4,3,3,2,2,2,2,2,1
N1.HOG0005706,OG0002524,n0,2,2,1,3,2,1,3,3,0,2,3,1,2,2,2,4,3,0,1,2
N1.HOG0005707,OG0002525,n0,1,1,1,1,2,2,4,1,0,2,6,0,2,1,2,3,3,3,2,2
N1.HOG0005708,OG0002526,n0,1,1,1,2,2,1,3,4,0,1,1,2,2,5,2,5,2,1,2,1
N1.HOG0005709,OG0002527,n0,1,1,1,2,2,2,4,3,0,2,3,2,2,2,2,4,2,1,1,2
N1.HOG0005710,OG0002528,n0,1,3,1,2,2,1,2,2,0,3,4,1,2,3,2,4,1,2,2,2
N1.HOG0005711,OG0002529,n1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.HOG0005712,OG0002529,n2,1,2,2,2,2,0,5,3,0,2,6,1,1,2,1,2,2,0,1,3
N1.HOG0005713,OG0002530,n2,1,1,1,1,1,0,1,2,0,2,1,1,1,3,1,1,3,1,1,0
N1.HOG0005714,OG0002530,n24,1,1,1,1,1,1,2,0,0,0,3,0,1,0,1,2,0,0,1,0
N1.HOG0005715,OG0002531,n0,1,1,1,0,12,1,2,4,0,0,2,2,2,1,4,2,3,0,0,2
N1.HOG0005716,OG0002532,n0,1,3,1,1,3,2,3,3,0,2,3,2,1,4,2,4,2,0,2,0
N1.HOG0005717,OG0002533,n0,1,2,1,2,3,1,3,2,0,2,3,1,5,1,1,1,2,0,1,7
N1.HOG0005718,OG0002534,n0,1,2,1,1,2,1,5,2,0,2,3,1,4,2,2,3,2,1,2,2
N1.HOG0005719,OG0002535,n0,2,3,1,2,3,1,4,3,0,2,0,3,1,2,2,4,2,1,1,2
N1.HOG0005720,OG0002536,n0,1,4,1,2,2,2,2,3,0,3,2,2,3,1,2,3,2,1,2,2
N1.HOG0005721,OG0002537,n0,1,1,1,1,2,1,5,3,0,2,4,2,1,2,2,4,3,1,1,2
N1.HOG0005722,OG0002538,n1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,2,1,1,0,1
N1.HOG0005723,OG0002538,n15,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,0
N1.HOG0005724,OG0002538,n21,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
N1.HOG0005725,OG0002538,n24,1,1,0,1,1,1,2,0,0,1,0,3,0,0,1,2,1,0,0,1
N1.HOG0005726,OG0002539,n1,0,1,1,1,1,1,1,1,0,2,1,1,1,2,1,2,1,0,1,1
N1.HOG0005727,OG0002539,n20,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,1
N1.HOG0005728,OG0002540,n0,1,2,1,2,3,2,3,3,0,0,3,2,2,4,2,4,2,1,1,1
N1.HOG0005729,OG0002541,n1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,2,1,0,0,1
N1.HOG0005730,OG0002541,n14,1,1,1,1,1,1,2,3,0,1,3,1,1,1,1,2,1,1,2,1
N1.HOG0005731,OG0002542,n0,1,3,1,2,3,1,4,5,0,1,3,1,1,1,2,3,2,1,2,1
N1.HOG0005732,OG0002543,n0,1,2,1,1,3,2,3,1,0,2,2,3,2,2,2,6,1,2,1,2
N1.HOG0005733,OG0002544,n2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
N1.HOG0005734,OG0002544,n4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
N1.HOG0005735,OG0002544,n7,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0
N1.HOG0005736,OG0002544,n11,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
N1.HOG0005737,OG0002544,n15,0,0,2,0,0,0,1,2,0,1,1,0,1,0,0,0,0,1,0,0
N1.HOG0005738,OG0002544,n23,1,1,1,1,1,0,1,1,0,2,0,1,0,1,1,2,0,2,0,1
N1.HOG0005739,OG0002545,n0,1,2,1,2,3,3,4,2,0,3,0,4,0,2,3,5,2,0,0,3
N1.HOG0005740,OG0002546,n0,1,1,1,1,2,1,2,1,0,2,6,3,2,2,1,2,2,2,2,3
N1.HOG0005741,OG0002547,n0,1,4,3,1,1,1,3,0,0,1,7,2,3,3,1,2,2,2,1,1
N1.HOG0005742,OG0002548,n0,1,0,2,3,7,0,3,9,0,3,1,1,2,2,1,1,3,0,0,1
N1.HOG0005743,OG0002549,n0,1,3,2,1,2,2,1,3,0,2,3,1,2,1,2,5,4,2,1,1
N1.HOG0005744,OG0002550,n0,1,3,1,3,2,0,11,0,0,0,0,0,3,0,5,6,2,1,1,1
N1.HOG0005745,OG0002551,n0,1,2,1,1,2,0,4,3,0,2,4,1,3,2,4,5,1,1,1,1
N1.HOG0005746,OG0002552,n3,1,2,0,2,1,0,3,3,0,1,0,2,0,2,1,2,4,0,0,1
N1.HOG0005747,OG0002552,n29,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1
N1.HOG0005748,OG0002552,n34,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0
N1.HOG0005749,OG0002553,n0,1,2,2,2,2,0,3,5,0,2,3,2,3,2,1,2,2,1,2,2
N1.HOG0005750,OG0002554,n0,1,2,1,2,4,2,2,6,0,1,3,0,2,1,2,3,2,2,1,2
N1.HOG0005751,OG0002555,n0,1,3,1,2,1,1,3,4,0,2,4,1,2,1,2,3,5,1,1,2
N1.HOG0005752,OG0002556,n1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,2,1,1,1,1
N1.HOG0005753,OG0002556,n18,1,1,1,1,1,1,2,0,0,1,2,1,1,1,1,2,1,1,1,1
N1.HOG0005754,OG0002557,n1,0,1,1,1,1,1,1,1,0,1,2,0,1,1,1,4,1,0,1,1
N1.HOG0005755,OG0002557,n20,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,2,2,1,1
N1.HOG0005756,OG0002558,n0,1,2,3,0,2,1,1,3,0,1,3,0,1,1,2,2,13,0,2,1
N1.HOG0005757,OG0002559,n0,1,2,2,1,2,1,7,2,0,2,1,2,3,3,1,2,2,1,2,1
N1.HOG0005758,OG0002560,n0,0,2,1,2,2,1,2,2,0,2,4,2,2,3,2,2,2,4,2,2
N1.HOG0005759,OG0002561,n0,0,2,1,2,2,1,3,2,0,1,5,4,3,5,1,2,1,0,3,1
N1.HOG0005760,OG0002562,n0,0,1,1,1,2,1,4,6,0,2,4,1,1,3,2,4,1,1,1,3
N1.HOG0005761,OG0002563,n1,0,2,1,1,0,0,0,0,0,0,2,0,0,0,1,2,1,0,0,1
N1.HOG0005762,OG0002563,n11,0,3,1,2,0,0,5,1,0,0,3,1,2,0,3,3,2,0,2,1
N1.HOG0005763,OG0002564,n2,0,1,1,1,1,0,1,2,0,1,0,0,0,1,1,1,1,0,0,1
N1.HOG0005764,OG0002564,n14,0,1,1,1,2,1,1,1,0,1,2,1,6,0,1,2,1,0,2,2
N1.HOG0005765,OG0002565,n1,0,1,2,1,1,0,1,1,0,0,0,2,0,1,1,1,1,1,0,1
N1.HOG0005766,OG0002565,n15,0,2,1,2,2,1,2,2,0,2,2,0,1,1,1,2,1,0,2,1
N1.HOG0005767,OG0002566,n0,0,4,1,3,1,1,2,2,0,1,3,3,3,6,1,2,2,1,2,1
N1.HOG0005768,OG0002567,n0,0,3,1,2,2,1,3,1,0,2,2,2,3,3,2,4,3,1,2,2
N1.HOG0005769,OG0002568,n0,0,2,2,1,1,1,2,2,0,1,3,4,2,4,6,2,2,1,1,2
N1.HOG0005770,OG0002569,n0,0,2,1,1,2,1,4,8,0,2,2,1,3,1,3,2,3,2,1,1
N1.HOG0005771,OG0002570,n0,0,3,1,2,2,1,2,4,0,1,3,2,2,1,2,4,3,2,1,3
N1.HOG0005772,OG0002571,n2,0,3,1,2,2,1,2,0,0,2,2,2,1,5,2,3,2,1,1,2
N1.HOG0005773,OG0002571,n35,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0
N1.HOG0005774,OG0002572,n0,0,2,3,2,2,1,5,5,0,2,3,0,1,1,4,2,2,0,2,2
N1.HOG0005775,OG0002573,n0,0,3,1,2,2,1,3,4,0,2,4,2,2,2,2,3,2,0,2,2
N1.HOG0005776,OG0002574,n0,0,8,1,0,0,0,4,10,0,0,0,4,1,1,1,1,7,1,0,1
N1.HOG0005777,OG0002575,n0,0,3,1,2,2,1,3,6,0,1,4,1,1,1,2,4,2,0,3,2
N1.HOG0005778,OG0002576,n1,0,1,2,3,1,0,2,0,0,0,0,0,2,0,1,5,1,0,0,0
N1.HOG0005779,OG0002576,n19,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1
N1.HOG0005780,OG0002576,n24,0,1,2,1,0,0,1,0,0,0,4,0,0,0,1,1,2,0,2,1
N1.HOG0005781,OG0002577,n1,0,1,1,0,1,1,1,1,0,1,1,1,3,1,1,1,1,0,1,1
N1.HOG0005782,OG0002577,n18,0,1,1,1,1,0,2,1,0,2,1,0,1,0,2,3,1,1,0,4
N1.HOG0005783,OG0002578,n0,0,6,1,2,1,2,4,2,0,2,3,4,2,4,2,2,1,0,1,1
N1.HOG0005784,OG0002579,n0,0,3,1,1,1,1,2,7,0,4,1,2,2,2,2,4,2,2,1,2
N1.HOG0005785,OG0002580,n0,0,2,1,2,7,1,4,4,0,1,5,0,2,0,0,4,3,0,1,3
N1.HOG0005786,OG0002581,n0,0,3,1,2,3,3,4,0,0,2,2,3,1,2,2,3,2,2,2,2
N1.HOG0005787,OG0002582,n1,0,1,1,2,1,1,1,1,0,1,2,1,1,1,1,1,1,0,1,1
N1.HOG0005788,OG0002582,n20,0,1,1,1,1,0,1,2,0,1,1,1,1,2,1,1,1,1,1,1
N1.HOG0005789,OG0002583,n1,0,1,1,1,1,1,2,0,0,0,2,1,1,0,1,1,1,0,1,1
N1.HOG0005790,OG0002583,n16,0,1,1,1,1,1,2,2,0,1,4,1,2,0,1,2,1,0,2,1
N1.HOG0005791,OG0002584,n0,0,1,1,1,9,0,6,1,0,0,2,1,1,0,5,2,4,0,0,6
N1.HOG0005792,OG0002585,n0,0,3,2,1,2,2,4,5,0,3,2,1,2,1,3,3,1,1,1,2
